,Please use link below to make entry,,,,Top 10%,25-50%,75-100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/17/2015 21:56:37,1/17/2015,stuckindenmark,,47%,Yes,2171,85,126,115,0,326,0,0,0,0,50,376,No,No,0,376,Yes,1/17/2015,,,,,,,FSW,,0,0,0,0,0
1/22/2015 13:21:27,1/22/2015,TanuManu,Haresh,47%,Yes,1112,72,135,119,0,326,0,0,0,0,50,376,No,No,0,376,No,1/18/2015,,,,,,,"FSW, PNP",,0,0,0,0,0
1/24/2015 3:19:15,1/15/2015,Ee,Abbas Azarmehr,47%,Yes,2134,95,126,105,,326,,,,0,50,376,No,No,0,376,Yes,1/23/2015,,,,,,,FSW,,0,0,0,0,0
1/25/2015 18:26:05,1/25/2015,jignesh273,Jignesh Jani,47%,Yes,2173,100,126,92,0,318,0,8,0,8,50,376,No,No,0,376,Yes,1/24/2015,,,,,,,FSW,,0,0,0,0,0
1/29/2015 22:34:59,1/24/2015,yazeem,yasir,47%,No,2173,110,120,108,0,338,0,0,0,0,38,376,No,No,0,376,Yes,1/29/2015,,,,,,,FSW,,0,0,0,0,0
2/11/2015 14:58:47,2/11/2015,Skpriya1,Srikrishnapriya,47%,Yes,2173,100,126,88,0,314,0,12,0,12,50,376,No,No,0,376,Yes,1/3/2015,No,,,,,,"FSW, PNP",,0,0,0,0,0
2/18/2015 17:53:30,1/31/2015,shayanfar,shayan,47%,Yes,2132,85,126,95,0,306,10,10,0,20,50,376,No,No,0,376,Yes,1/31/2015,No,,,,,,FSW,,0,0,0,0,0
3/5/2015 23:56:52,3/5/2015,E000262123,Ibrahim Khalil,47%,Yes,2173,,,,,338,,,,0,38,376,,,0,376,Yes,,No,,,,,,FSW,,338,338,0,0,0
3/17/2015 13:54:45,3/13/2015,shashu_08,Shashanth,47%,Yes,2132,110,120,108,,338,,,,0,38,374,No,No,0,376,Yes,3/9/2015,No,,,,,,,,0,-2,0,2,-2
3/17/2015 14:48:05,3/13/2015,shashu,shashanth,47%,Yes,2132,110,120,108,25,363,,,,0,13,376,No,No,0,376,Yes,3/9/2015,No,,,,,,,,0,0,0,0,0
3/17/2015 19:26:52,3/13/2015,shashu_08,shashanth,47%,Yes,2132,110,120,108,25,363,0,0,0,0,13,376,No,No,0,376,Yes,3/9/2015,No,,,,,,,,0,0,0,0,0
3/21/2015 16:32:29,3/21/2015,Sun Tzu,Sun Tzu,47%,No,15,85,126,115,0,326,,,,0,50,376,No,No,0,376,Yes,1/17/2015,No,,,,,,,,0,0,0,0,0
3/22/2015 8:41:41,3/22/2015,indigoroom,Shahriar,47%,No,1123,100,112,112,0,324,0,14,0,14,38,376,No,No,0,376,Yes,11/3/2015,No,,,,,,FSW,,,,,,
12/18/2014 9:25:00,12/18/2014,Gauravkumar,Gauravkumar,48%,Yes,2174,110,120,108,0,338,0,0,0,0,37,375,No,No,0,375,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/31/2014 7:23:57,12/31/2014,nadebutt,nadeem razzaq butt,48%,Yes,2281,72,98,130,0,300,,,,0,75,375,No,No,0,375,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/11/2015 13:12:07,1/5/2015,yogi44,Yogesh BBhatia,48%,No,2173,110,120,119,,349,,,,0,26,375,No,No,0,375,Yes,1/5/2015,,,,,,,FSW,,0,0,0,0,0
1/26/2015 22:40:20,1/24/2015,Madddy116228,Madhan,48%,No,2132,110,135,80,0,325,0,0,0,0,50,375,No,No,0,375,Yes,1/18/2015,,,,,,,FSW,,0,0,0,0,0
12/30/2014 19:28:38,12/30/2014,maksteel,MAK,49%,No,2171,100,119,105,0,324,0,0,0,0,50,374,No,No,0,374,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/15/2015 4:39:00,1/1/2015,cecorpnp,MANTHAN,49%,No,632,110,98,100,40,348,0,0,0,0,26,374,No,No,0,374,Yes,1/1/2015,,,,,,,"FSW, CEC",,0,0,0,0,0
1/18/2015 23:10:58,1/1/2015,moose83,,49%,Yes,2174,99,135,102,0,336,0,0,0,0,25,374,No,No,0,374,Yes,1/18/2015,,,,,,,FSW,,13,13,13,0,13
1/26/2015 18:56:30,1/26/2015,3AK,Amr,49%,No,2134,95,126,95,0,316,0,8,0,8,50,374,No,No,0,374,Yes,1/24/2015,,,,,,,FSW,,0,0,0,0,0
1/30/2015 9:28:54,1/30/2015,Brozachs,,49%,No,4031,90,119,93,0,302,10,12,0,22,50,374,No,No,0,374,Yes,1/27/2015,,,,,,,"FSW, PNP",,0,0,0,0,0
1/31/2015 1:49:18,1/28/2015,Prashanth1234,Prashanth,49%,No,2281,110,120,66,53,349,0,0,0,0,25,374,No,No,0,374,Yes,1/30/2015,,,,,,,CEC,,0,0,0,0,0
3/2/2015 10:51:38,2/14/2015,Nasim,Nasim,49%,No,2133,100,126,83,0,309,9,6,0,15,50,374,No,No,0,374,Yes,2/27/2015,No,,,,,,FSW,,0,0,0,0,0
12/3/2014 2:42:07,12/3/2014,aksh1234,Akshay,50%,No,1112,100,135,88,0,323,0,0,0,0,50,373,No,No,0,373,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/1/2015 21:11:41,1/1/2015,Khan_mohammad@gmail.com,Khan,50%,No,3142,110,120,105,,335,,,,0,38,373,No,No,0,373,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/5/2015 11:14:16,1/2/2015,5274,insouciant,50%,No,2134,110,120,105,,335,,,0,0,13,373,No,No,0,373,Yes,1/2/2015,,,,,,,FSW,,25,25,25,0,25
1/15/2015 16:34:43,1/15/2015,ehsan25,EhsanH,50%,No,2134,110,120,105,0,335,,,,0,38,373,No,No,0,373,Yes,1/14/2015,,,,,,,FSW,,0,0,0,0,0
1/19/2015 13:12:06,1/19/2015,munnakha05,Km Shams Ud Doha,50%,No,4012,100,126,109,0,335,0,0,0,0,38,373,No,No,0,373,Yes,1/19/2015,,,,,,,FSW,,0,0,0,0,0
2/2/2015 21:53:04,2/2/2015,nilp123,Nilesh,50%,No,2175,110,120,105,,335,,,,0,38,373,No,No,0,373,Yes,2/2/2015,No,,,,,,FSW,,0,0,0,0,0
2/23/2015 15:47:41,2/23/2015,meval,Harvir,50%,Yes,1123,95,112,112,0,319,0,16,0,16,38,373,No,No,0,373,Yes,2/22/2015,No,,,,,,FSW,,0,0,0,0,0
3/23/2015 2:31:57,3/21/2015,Maluf,Bruno Maluf,50%,Yes,2131,100,119,89,25,333,9,6,0,15,25,373,No,No,0,373,No,3/25/2015,No,,,,,,FSW,,0,0,0,0,0
12/3/2014 2:01:37,12/3/2014,Wash an,Wash an,51%,Yes,,65,91,83,35,274,10,12,0,22,76,372,No,No,0,372,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/8/2014 15:42:13,12/8/2014,virusrohan,virus rohan,51%,Yes,2171,85,119,118,0,322,0,0,0,0,50,372,No,No,0,372,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/4/2015 1:33:00,1/3/2015,lucky4u750,lucky4u750,51%,Yes,2111,,,,,320,,,,14,38,372,No,No,0,372,Yes,4/1/2015,,,,,,,,,334,334,0,0,0
1/11/2015 8:08:16,1/11/2015,brienne,,51%,Yes,3012,100,112,92,0,334,0,0,0,0,38,372,No,No,0,372,Yes,1/11/2015,,,,,,,FSW,,30,30,0,0,0
1/16/2015 11:35:20,1/16/2015,indu,indu,51%,No,2151,80,126,96,0,302,10,10,0,20,50,372,No,No,0,372,No,,,,,,,,,,0,0,0,0,0
3/3/2015 22:13:58,3/4/2015,Bethtot,Y Liu,51%,No,2171,95,126,83,,304,10,8,,18,50,372,,,0,372,Yes,2/8/2015,No,,,,,,FSW,,0,0,0,0,0
3/24/2015 23:16:47,3/24/2015,mine_blue_sky,,51%,Yes,2121,90,126,102,0,318,0,16,0,16,25,359,No,No,13,372,Yes,3/23/2015,No,,,,,,FSW,,,,,,
12/17/2014 14:42:49,12/17/2014,drsil,sil,52%,No,2174,95,112,96,0,303,0,18,0,18,50,371,No,No,0,371,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/30/2014 22:32:20,12/30/2014,harry_koner2k,hv,52%,Yes,1111,100,126,95,0,321,0,0,0,0,50,371,No,No,0,371,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/2/2015 23:22:02,1/2/2015,rgggn,guha,52%,Yes,2173,110,120,103,0,333,0,0,0,0,38,371,No,No,0,371,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/20/2015 10:46:53,1/1/2015,soniceamon,hh,52%,Yes,2174,95,126,82,,305,8,10,,18,50,371,No,No,0,371,Yes,1/19/2015,,,,,,,FSW,,0,0,-2,0,-2
1/5/2015 4:58:21,1/4/2015,leusin,Lucas Leusin,52%,Yes,13,95,119,96,0,310,8,2,0,10,50,370,No,No,0,370,Yes,1/4/2015,,,,,,,FSW,,0,0,0,0,0
1/22/2015 12:28:14,1/4/2015,tbhandohal,Tejinder Singh Bhandohal,52%,Yes,4011,94,135,91,0,320,0,0,0,0,50,370,No,No,0,370,Yes,1/16/2015,,,,,,,FSW,,0,0,0,0,0
1/30/2015 15:44:41,1/22/2015,Chintan Vora,Chintan Vora,52%,Yes,2281,110,120,102,0,332,0,0,0,0,38,370,No,No,0,370,Yes,1/30/2015,,,,,,,FSW,,0,0,0,0,0
2/6/2015 4:58:16,2/5/2015,music44freak,Music,52%,No,6314,110,98,96,40,344,,,,0,26,370,No,No,0,370,Yes,1/27/2015,No,,,,,,CEC,,0,0,0,0,0
2/13/2015 15:22:22,1/19/2015,Vins123,Vins,52%,Yes,2171,85,112,109,0,306,10,16,0,26,38,370,No,No,0,370,Yes,1/19/2015,No,,,,,,FSW,,0,0,0,0,0
12/4/2014 16:23:59,12/4/2014,jilmon,jilmon,53%,Yes,2173,95,126,90,0,311,0,8,0,8,50,369,No,No,0,369,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/12/2014 19:17:37,12/12/2014,jdblue,jaydeep,53%,No,2172,100,126,82,0,308,10,1,0,11,50,369,No,No,0,369,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/19/2014 13:43:52,12/19/2014,luvsudhakar,Sudhakar M,53%,No,2174,100,126,93,0,319,0,0,0,0,50,369,No,No,0,369,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/25/2015 16:54:59,1/25/2015,Saudeo,Soman Dev,53%,No,2173,100,112,109,,321,,10,,10,38,369,No,No,0,369,Yes,1/25/2015,,,,,,,FSW,,0,0,0,0,0
2/5/2015 18:51:29,2/5/2015,beirutjoe,joe tohme,53%,No,0,110,120,113,0,343,0,0,0,0,26,369,No,No,0,369,Yes,2/5/2015,No,,,,,,FSW,,0,0,0,0,0
2/15/2015 13:23:41,1/1/2015,Khosro,Ali Khosro,53%,Yes,2171,,135,75,25,235,,,,0,25,369,,No,0,369,Yes,1/1/2015,No,,,,,,FSW,,109,109,109,0,109
2/23/2015 12:19:48,2/20/2015,2706173IMM,Gagandeep Garg,53%,Yes,911,110,135,74,0,319,0,0,0,0,50,369,No,No,0,369,Yes,2/3/2015,No,,,,,,FSW,,0,0,0,0,0
2/25/2015 6:39:14,2/25/2015,anisphysio,Anis ,53%,No,3142,100,126,93,0,319,0,0,0,0,50,369,No,No,0,369,Yes,1/26/2015,No,,,,,,FSW,,0,0,0,0,0
12/4/2014 4:20:45,12/3/2014,acbm,,54%,No,2174,90,119,89,0,298,8,12,0,20,50,368,No,No,0,368,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/4/2015 5:10:56,12/8/2014,bhavesh111111,bhavesh111111,54%,No,2174,90,126,80,0,296,0,16,0,22,50,362,No,No,0,368,Yes,1/1/2015,,,,,,,,,6,0,0,6,-6
12/30/2014 0:07:39,12/29/2014,amol.ghuman6,Amol,54%,Yes,4011,100,119,77,,296,8,14,,22,50,368,No,No,0,368,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/31/2014 21:01:13,12/31/2014,akiokio,Guilherme Akio Sakae,54%,Yes,2173,110,120,100,0,330,0,0,0,0,38,368,No,No,0,368,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/2/2015 19:32:07,1/2/2015,rsemente,Renata,54%,Yes,2171,105,120,105,0,330,0,0,0,0,38,368,No,No,0,368,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/3/2015 2:53:23,1/2/2015,greatshaz,venugopal,54%,Yes,2112,80,126,112,0,318,0,0,0,0,50,368,No,No,0,368,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/3/2015 14:00:34,1/2/2015,sun14,,54%,Yes,2174,110,120,100,,330,,,,0,38,368,No,No,0,368,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/26/2015 15:02:25,1/18/2015,yahoo,Rubal,54%,No,7321,110,120,72,40,340,,,,0,26,368,No,No,0,368,Yes,1/20/2015,,,,,,,CEC,,0,0,2,0,2
2/18/2015 22:35:33,2/18/2015,Balaji shanmugavel,Balaji,54%,No,2141,110,120,100,0,330,0,0,0,0,38,368,No,No,0,368,Yes,1/2/2015,No,,,,,,FSW,,0,0,0,0,0
2/22/2015 21:56:19,2/2/2015,Ashie,Ashie,54%,No,2174,100,112,96,,308,,12,,12,38,368,No,No,0,368,Yes,2/2/2015,No,,,,,,FSW,,10,10,10,0,10
3/1/2015 19:24:34,3/1/2015,jdinca22,INDIANASPIRANR,54%,Yes,2281,110,120,100,0,330,0,0,0,0,38,368,No,No,0,368,Yes,3/1/2015,No,,,,,,FSW,,0,0,0,0,0
1/30/2015 19:46:58,1/30/2015,ppedduri ,Prashanth,55%,No,2174,90,126,89,0,305,0,12,0,12,25,367,No,No,0,367,Yes,1/30/2015,,,,,,,FSW,,25,25,25,0,25
3/22/2015 0:34:25,3/21/2015,Peter,Peter,55%,No,2132,80,140,77,0,297,10,10,0,20,50,367,No,No,0,367,Yes,,No,,,,,,,,0,0,0,0,0
2/5/2015 19:51:32,2/5/2015,friendof2005,hem,55%,No,2175,95,126,96,0,317,0,0,0,0,50,367,No,No,0,367,No,,No,,,,,,"FSW, PNP",,0,0,0,0,0
12/3/2014 12:18:41,12/3/2014,Pahuja12,Na,55%,No,2171,100,108,88,0,296,8,12,0,20,50,366,No,No,0,366,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
,12/3/2014,trini_ac,trini_ac,55%,Yes,,110,120,136,0,366,0,,0,0,0,366,No,No,0,366,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/9/2014 18:54:13,12/9/2014,ramana27,venkat,55%,Yes,2171,95,119,102,0,316,0,0,0,0,50,366,No,No,0,366,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/15/2014 21:26:45,12/15/2014,mst,mst,55%,Yes,2173,85,112,115,0,312,0,16,0,16,38,366,No,No,0,366,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/30/2014 18:43:37,12/30/2014,anues,Nues,55%,Yes,2173,100,112,88,0,300,8,20,0,28,38,366,No,No,0,366,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/12/2015 17:18:12,1/12/2015,FarazM,Faraz,55%,Yes,2131,99,135,82,0,316,0,0,0,0,50,366,No,No,0,366,Yes,1/12/2015,,,,,,,FSW,,0,0,0,0,0
3/22/2015 23:24:20,3/22/2015,J 'n J,,55%,No,2151,60,112,119,0,291,,,,0,75,366,No,No,0,366,Yes,3/14/2015,No,,,,,,FSW,,,,,,
3/23/2015 12:26:20,2/10/2015,abhi@7982,Abhilasha Tripathi,55%,No,2171,85,112,115,0,312,0,16,0,16,38,366,No,No,0,366,Yes,1/3/2015,No,,,,,,FSW,,,,,,
12/4/2014 18:46:25,12/4/2014,indianbritish,Indianbritish,56%,Yes,2132,80,126,99,0,305,10,0,0,10,50,365,No,No,0,365,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/8/2014 9:41:27,12/8/2014,arc05,ARC05,56%,No,2132,110,120,97,0,327,0,0,0,0,38,365,No,No,0,365,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/26/2014 15:33:42,12/26/2014,Marooned,,56%,No,2281,110,120,97,0,327,0,0,0,0,38,365,No,No,0,365,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/27/2014 19:45:59,12/27/2014,MedZed,,56%,No,2174,110,120,97,0,327,0,0,0,0,38,365,No,No,0,365,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/31/2015 14:07:18,1/17/2015,Zafarest,Yaseen,56%,Yes,2171,110,120,97,,327,,,,0,38,365,No,No,0,365,Yes,1/31/2015,,,,,,,FSW,,0,0,0,0,0
2/7/2015 1:44:16,2/6/2015,Trackit,IE,56%,No,2171,100,119,93,0,312,9,14,0,28,25,365,No,No,0,365,Yes,2/6/2015,No,,,,,,"FSW, CEC",,5,5,0,0,0
2/16/2015 23:47:16,2/16/2015,chad_80,Chandrashekhar,56%,No,2173,75,112,118,0,305,10,12,0,22,38,365,No,No,0,365,Yes,,No,,,,,,FSW,,0,0,0,0,0
12/4/2014 2:18:13,12/3/2014,Helena21,,57%,Yes,1123,80,112,118,0,310,8,8,0,16,38,364,No,No,0,364,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/4/2015 13:50:08,12/4/2014,duggu9,Durga Prasad,57%,Yes,2171,100,112,102,0,314,0,12,,12,38,360,No,No,0,364,Yes,1/1/2015,,,,,,,,,0,-4,0,4,-4
12/9/2014 13:20:02,12/9/2014,anwer,Anwer,57%,No,621,110,120,108,0,338,0,0,0,0,26,364,No,No,0,364,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/31/2014 18:36:00,10/6/1983,akther1983,akther,57%,Yes,2171,99,135,80,0,314,0,0,0,0,50,364,No,No,0,364,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/3/2015 6:14:30,1/2/2014,gmp2,,57%,Yes,2174,110,120,96,,326,,,,0,38,364,No,No,0,364,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/5/2015 23:59:30,1/1/2015,EKP,ELDHO,57%,No,2133,,,,,0,,,,0,0,364,No,No,0,364,Yes,1/1/2015,,,,,,,FSW,,364,364,364,0,364
1/8/2015 2:24:20,1/6/2015,387892,pal,57%,No,3412,110,128,88,0,326,,,,0,0,364,No,No,0,364,No,1/6/2015,,,,,,,FSW,,38,38,38,0,38
1/8/2015 2:38:41,1/6/2015,palpatel5,mahipal,57%,No,3412,110,128,88,0,326,0,0,0,0,38,364,No,No,0,364,No,1/6/2015,,,,,,,FSW,,0,0,0,0,0
1/12/2015 11:52:47,1/12/2015,bill.jor,Bill Sa,57%,No,2281,110,120,108,,338,,,,0,26,364,No,No,0,364,No,1/12/2015,,,,,,,FSW,,0,0,0,0,0
1/14/2015 7:57:48,1/12/2015,toyapple9,toyapple9,57%,Yes,2171,85,126,103,,314,0,0,0,0,50,364,No,No,0,364,Yes,1/12/2015,,,,,,,FSW,,0,0,0,0,0
2/19/2015 14:41:53,2/19/2015,sardarkhan,sardar,57%,No,2132,110,120,96,0,326,0,0,0,0,38,364,No,No,0,364,Yes,1/26/2015,No,,,,,,FSW,,0,0,0,0,0
3/10/2015 17:40:30,3/10/2015,PabstRodrigo,Rodrigo,57%,No,2175,100,112,106,0,318,8,0,0,8,38,364,No,No,0,364,No,,No,,,,,,FSW,,0,0,0,0,0
3/21/2015 17:54:15,3/21/2015,someone191,Abdul Raheem,57%,No,2131,110,120,108,0,338,0,0,0,0,26,364,No,No,0,364,No,,No,,,,,,,,0,0,0,0,0
12/7/2014 11:25:32,12/7/2014,slax,Slax ,59%,No,2171,65,126,118,0,308,0,16,0,16,38,363,No,No,0,363,Yes,1/1/2015,,,,,,,,,0,0,1,0,1
12/8/2014 21:17:32,12/8/2014,Fatima_bd,Fatima Tuz Zohora,59%,No,4162,100,126,90,,316,10,12,0,22,25,363,No,No,0,363,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/27/2015 16:11:26,1/20/2015,ram1154,Venkatram,59%,Yes,2173,100,112,99,0,311,8,6,0,14,38,363,No,No,0,363,Yes,1/26/2015,,,,,,,FSW,,0,0,0,0,0
3/4/2015 19:03:02,3/4/2015,Canada Visa,Rinu,59%,Yes,4011,100,126,100,0,326,8,4,0,12,25,363,No,No,0,363,No,,No,,,,,,FSW,,0,0,0,0,0
3/22/2015 6:06:43,3/22/2015,meetthemonster,,59%,No,2282,110,135,80,0,325,0,0,0,0,38,363,No,No,0,363,No,,No,,,,,,FSW,,,,,,
12/24/2014 4:29:25,12/24/2014,whzqsun,Yu Sun,60%,No,2172,90,112,108,0,320,10,4,0,14,38,362,No,,0,362,Yes,1/1/2015,,,,,,,,,0,0,-10,0,-10
12/31/2014 11:18:06,12/31/2014,chad_80,Chandrashekhar,60%,No,2173,75,112,115,0,302,10,12,0,22,38,362,No,No,0,362,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/7/2015 12:46:37,1/4/2015,neeraj_chawla,Neeraj Chawla,60%,No,1212,110,120,94,0,324,0,0,0,0,38,362,No,No,0,362,Yes,1/4/2015,,,,,,,FSW,,0,0,0,0,0
1/11/2015 22:02:30,1/11/2015,E000223058,ANSHU,60%,No,1,77,135,100,0,312,0,0,0,0,50,362,No,No,0,362,Yes,1/11/2015,,,,,,,"FSW, PNP, CEC, FST",,0,0,0,0,0
1/20/2015 18:28:42,1/7/1980,54353453,ashish,60%,No,112,100,130,70,0,296,0,0,0,16,50,362,No,No,0,362,Yes,1/20/2015,,,,,,,FSW,,12,12,0,0,0
1/26/2015 8:28:10,1/23/2015,n/a,mc,60%,No,1111,110,120,119,0,349,0,0,0,0,13,362,Yes,No,0,362,Yes,1/25/2015,,,,,,,CEC,,0,0,0,0,0
1/26/2015 13:39:51,2/1/2015,E000223058,anshu,60%,No,1,77,135,100,0,312,0,0,0,0,50,362,No,No,0,362,Yes,1/1/2015,,,,,,,"FSW, PNP, CEC, FST",,0,0,0,0,0
2/5/2015 22:35:21,2/5/2015,kalyangriet,Kalyan,60%,No,2173,110,120,94,0,324,0,0,0,0,38,362,No,No,0,362,Yes,2/5/2015,No,,,,,,FSW,,0,0,0,0,0
3/18/2015 13:35:37,3/17/2015,Kuzia,Dima,60%,No,2241,95,119,90,0,304,8,0,0,8,50,362,No,No,0,362,Yes,2/22/2015,No,,,,,,,,0,0,0,0,0
12/29/2014 21:41:07,1/1/2015,physioindia,vikas,61%,No,3142,110,135,66,0,311,0,0,0,0,50,361,No,No,0,361,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/7/2015 19:19:08,1/7/2015,landa,landa,61%,No,2134,90,126,82,0,298,10,3,0,13,50,361,No,No,0,361,No,1/7/2015,,,,,,,FSW,,0,0,0,0,0
1/26/2015 7:24:10,1/25/2015,sweetyvenky1,venkatesh,61%,No,6322,26,,,,292,,,,0,69,361,No,No,0,361,Yes,1/25/2015,,,,,,,"FSW, CEC",,266,266,0,0,0
3/1/2015 18:11:57,2/3/2015,Ami,Amrita Bhatia,61%,No,113,95,126,80,0,301,0,10,0,10,50,60,No,No,0,361,Yes,2/2/2015,No,,,,,,FSW,,0,-301,0,301,-301
2/17/2015 0:04:40,2/16/2015,srush4canada,srush4canada,61%,No,3132,100,119,70,,289,8,14,,22,50,361,No,No,0,361,Yes,2/17/2015,No,,,,,,FSW,,0,0,0,0,0
12/4/2014 21:20:15,12/4/2014,sbj,sbj,61%,Yes,2173,110,120,92,0,322,0,0,0,0,38,360,No,No,0,360,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/15/2015 0:59:45,1/12/2015,happy16,,61%,Yes,2174,90,119,83,0,292,0,18,0,18,50,360,No,No,0,360,Yes,1/12/2015,,,,,,,FSW,,0,0,0,0,0
1/16/2015 16:05:20,1/12/2015,cian,Jai Dhorajia,61%,No,2174,100,126,96,0,322,0,0,0,0,38,360,No,No,0,360,Yes,1/16/2015,,,,,,,FSW,,0,0,0,0,0
1/17/2015 0:38:21,1/16/2015,nash2015,nash,61%,No,2173,83,120,119,0,322,0,0,0,0,38,360,No,No,0,360,Yes,1/3/2015,,,,,,,FSW,,0,0,0,0,0
1/19/2015 10:59:53,1/19/2015,jilaniroy,,61%,,2142,100,126,90,0,316,0,6,0,6,38,360,No,No,0,360,Yes,1/18/2015,,,,,,,FSW,,0,0,0,0,0
3/21/2015 16:51:00,1/22/2015,saleejkuruniyan,Saleej,61%,No,2147,110,120,92,0,322,0,0,0,0,38,360,No,No,0,360,No,,No,,,,,,,,0,0,0,0,0
12/3/2014 11:13:54,12/2/2014,andy6835,,62%,Yes,2132,95,119,95,0,309,0,0,0,0,50,359,No,No,0,359,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/14/2014 17:10:47,12/14/2014,Ali84,Ali,62%,No,2131,95,126,77,0,298,7,4,0,11,50,359,,No,0,359,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/22/2014 11:36:35,12/22/2014,nickarter84,Nickcarter,62%,No,2281,95,112,93,0,300,7,14,0,21,38,359,No,No,0,359,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
12/22/2014 12:01:09,12/22/2014,Shadow,Ingu,62%,No,2173,100,112,109,0,321,0,0,0,0,38,359,No,No,0,359,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/2/2015 12:59:24,1/2/2015,drsil,,62%,No,2173,95,112,96,0,303,0,18,0,18,38,359,No,No,0,359,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/4/2015 19:12:09,1/3/2015,BLC,Anupam,62%,Yes,2173,95,112,102,0,309,,12,,12,13,359,No,No,0,359,Yes,4/1/2015,,,,,,,,,25,25,25,0,25
1/5/2015 5:17:59,1/3/2015,mvj,Megha Joshi,62%,Yes,2173,94,135,80,0,309,0,0,0,0,50,359,No,No,0,359,Yes,1/3/2015,,,,,,,FSW,,0,0,0,0,0
1/7/2015 22:12:11,1/4/2015,silver007,siver007,62%,No,2171,100,112,99,0,311,0,10,0,10,38,359,No,No,0,359,Yes,1/4/2015,,,,,,,FSW,,0,0,0,0,0
1/9/2015 2:57:01,1/6/2015,chard1968,Richard,62%,Yes,2174,100,112,109,,321,,,,0,38,359,Yes,Yes,0,359,Yes,1/6/2015,,,,,,,FSW,,0,0,0,0,0
1/13/2015 3:35:48,1/13/2015,Maverick.Canajun,Rick M.,62%,Yes,1123,50,126,118,0,294,0,18,0,18,50,362,No,No,0,359,Yes,1/13/2015,,,,,,,FSW,,-3,0,-3,-3,0
1/27/2015 19:36:27,1/27/2015,Bibs,Bianca,62%,No,3216,60,126,115,0,301,8,,,8,50,359,No,No,0,359,Yes,1/27/2015,,,,,,,FSW,,0,0,0,0,0
3/13/2015 6:36:03,3/13/2015,hopePH,hopePH,62%,No,4011,100,112,109,,321,0,0,0,0,38,359,No,No,0,359,Yes,2/22/2015,No,,,,,,FSW,,0,0,0,0,0
12/9/2014 11:36:01,12/12/2014,Emerald89,Emerald,64%,Yes,2171,85,126,88,0,299,9,0,0,9,50,358,No,No,0,358,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/3/2015 0:33:17,1/2/2015,smo,smo,64%,No,2173,100,112,82,0,294,8,18,0,26,38,358,No,No,0,358,Yes,1/1/2015,,,,,,,,,0,0,0,0,0
1/3/2015 11:07:35,1/2/2015,Advik2013,Vommi,64%,Yes,2173,,,,,306,,,,14,38,358,No,No,0,358,Yes,1/1/2015,,,,,,,,,320,320,0,0,0
1/12/2015 8:35:58,1/12/2015,Tomato,Tomato,64%,Yes,2283,,,,,358,,,,0,0,358,No,No,0,358,Yes,1/12/2015,,,,,,,FSW,,358,358,0,0,0
2/5/2015 20:52:31,2/5/2015,realdeal,,64%,Yes,2174,65,126,115,0,306,2,0,0,2,50,358,No,No,0,358,Yes,2/5/2015,No,,,,,,FSW,,0,0,0,0,0
